TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID
300,230297.342,454670.561,0.760,3.2,0.504,3.6,3.6,4.1,10.4,12.2,1739
301,230278.832,454674.573,0.928,3.6,0.129,4.7,6.4,3.6,17.3,37.9,1494
302,230308.238,454694.127,0.937,23.9,0.560,8.2,8.9,9.8,53.0,360.5,1851
303,230299.155,454684.578,0.914,24.9,0.543,6.9,6.2,7.9,37.4,329.7,1608
304,230287.142,454684.784,0.904,5.5,1.081,4.7,3.6,6.6,17.3,39.5,1854
305,230338.471,454729.402,0.900,21.5,0.416,6.6,6.5,7.8,34.3,231.7,1625
306,230306.303,454702.296,0.842,24.9,0.627,7.8,7.9,8.5,48.3,419.9,1621
307,230316.980,454718.461,0.860,23.5,0.528,6.7,7.6,7.1,35.0,241.7,1644
308,230311.056,454713.678,0.435,24.8,0.118,7.6,7.3,8.7,45.0,371.9,1591
309,230254.734,454647.230,1.193,5.2,0.419,1.5,1.7,2.1,1.8,2.5,1536
310,230318.211,454689.714,0.848,3.2,0.430,5.5,6.6,5.6,23.8,29.3,1926
311,230313.073,454688.283,0.851,22.7,0.518,7.2,6.3,7.9,41.2,332.0,1593
312,230285.865,454683.812,0.882,4.5,0.374,1.5,1.6,1.9,1.7,4.4,1883
313,230327.055,454710.038,0.935,7.4,0.537,7.1,6.9,8.3,39.4,141.9,1756
314,230331.299,454705.783,0.851,3.2,0.402,7.4,6.0,9.1,43.6,77.2,1986
315,230285.191,454682.205,0.433,4.6,0.203,1.2,2.7,0.6,1.1,1.5,1724
316,230296.467,454684.158,0.866,21.4,0.513,5.9,6.5,6.5,27.7,210.7,1860
317,230285.107,454683.100,0.931,6.8,0.297,2.1,2.5,1.9,3.5,8.8,1905
318,230285.138,454682.266,0.656,3.9,0.330,2.1,3.0,2.3,3.6,6.4,1794
319,230337.464,454734.322,0.464,20.7,0.243,8.5,7.2,12.2,56.4,285.0,1657
320,230353.747,454356.821,0.859,26.4,0.734,8.6,8.2,9.7,58.3,503.2,1992
321,230321.747,454722.334,0.867,23.6,0.579,6.7,6.4,7.9,35.0,271.7,1602
322,230331.209,454706.427,0.584,6.4,0.108,5.2,5.9,6.1,21.6,76.6,1907
323,230288.996,454682.494,0.941,4.6,0.253,1.4,1.7,1.3,1.6,3.1,1936
324,230370.269,454314.907,1.338,4.5,0.158,5.7,5.6,6.7,25.9,58.9,2001
325,230313.534,454707.196,0.769,4.7,0.252,2.7,2.9,2.9,5.7,10.6,1938
326,230284.156,454682.825,0.690,3.9,0.970,2.5,2.0,3.6,4.7,6.7,1959
327,230300.127,454674.907,1.022,3.3,0.149,3.2,2.9,4.2,8.0,16.3,1913
328,230288.135,454683.855,0.766,4.4,0.493,2.2,2.1,2.8,3.9,8.4,1840
329,230291.266,454679.795,0.360,5.5,0.094,3.8,4.2,5.1,11.2,24.8,1921
330,230364.213,454346.817,0.845,24.8,0.620,7.6,7.7,8.1,45.9,376.2,1995
331,230302.414,454710.938,0.841,22.5,0.667,8.0,8.3,9.2,50.0,452.2,1643
332,230317.175,454707.369,0.879,28.4,0.586,7.4,6.9,8.0,43.4,329.4,1963
333,230286.482,454683.475,0.888,9.5,0.287,3.9,4.2,3.8,12.2,54.8,1941
334,230401.657,454281.883,0.904,30.1,0.759,9.4,9.2,10.7,69.6,580.7,2008
335,230374.605,454363.901,0.847,27.3,0.657,8.7,8.9,9.3,59.2,565.8,2002
336,230353.483,454321.525,0.842,28.3,0.476,8.1,6.7,11.3,51.6,303.1,2009
337,230360.199,454350.678,0.848,25.3,0.639,9.8,10.0,10.2,76.0,673.5,2000
338,230296.482,454698.222,0.597,3.7,0.527,8.3,10.5,7.8,53.8,86.0,1843
339,230336.666,454705.556,0.837,6.2,0.953,6.8,7.6,8.9,36.7,67.7,1949
340,230399.098,454300.694,0.856,28.3,0.615,9.3,8.3,10.9,68.6,505.5,2035
341,230319.580,454708.251,0.882,25.4,0.466,6.8,7.0,7.9,35.8,190.6,1858
342,230271.592,454668.756,1.203,3.2,0.226,0.9,1.4,0.7,0.6,0.9,1974
343,230372.505,454342.821,0.902,26.4,0.582,8.4,7.6,9.7,55.1,484.0,2011
344,230357.293,454359.949,0.859,26.7,0.623,9.5,8.9,10.4,71.1,756.0,2013
345,230391.905,454303.591,0.861,25.5,0.526,7.7,7.8,8.6,47.0,316.8,2041
346,230369.714,454374.724,0.924,24.4,0.570,7.9,7.6,9.5,48.7,366.6,2017
347,230376.515,454308.301,0.842,12.5,0.579,2.8,2.7,2.8,6.0,11.8,2006
348,230333.073,454728.223,0.348,22.2,0.179,6.9,8.1,7.2,37.6,264.0,1939
349,230310.602,454684.671,0.868,6.9,0.584,4.3,3.9,6.0,14.2,46.8,1961
350,230368.354,454300.175,0.898,28.2,0.573,8.9,9.0,9.0,61.6,529.6,2039
351,230336.469,454709.011,0.959,8.0,0.457,3.7,3.3,4.9,10.9,32.1,1945
352,230386.441,454305.948,0.833,28.4,0.636,7.2,7.3,8.0,40.6,368.3,2004
353,230388.308,454274.648,0.853,25.4,0.623,9.1,8.2,9.9,65.5,550.4,2032
354,230368.354,454341.683,0.872,23.2,0.505,7.7,7.0,8.8,46.7,303.5,2014
355,230411.476,454323.114,0.845,27.0,0.655,8.1,8.2,8.7,51.4,451.9,2059
356,230414.285,454320.086,0.828,24.2,0.582,7.7,7.6,8.0,46.6,299.4,2029
357,230403.463,454339.629,0.887,29.8,0.701,8.8,7.6,11.2,61.2,340.4,2022
358,230344.678,454316.025,0.835,25.7,0.580,7.8,7.5,8.4,48.2,417.6,2028
359,230349.094,454336.164,0.842,25.9,0.607,8.6,8.6,10.0,58.5,476.5,2005
360,230341.962,454373.855,0.852,3.2,1.488,5.1,7.7,3.7,20.7,27.5,2298
361,230350.372,454317.248,0.852,28.2,0.676,8.3,8.0,8.8,54.3,476.2,2007
362,230388.927,454344.710,0.824,13.1,0.742,6.4,6.2,6.8,31.8,183.0,2030
363,230361.323,454302.490,0.885,27.6,0.606,8.0,7.8,9.0,49.8,465.9,2034
364,230347.134,454334.081,0.870,26.1,0.559,9.8,8.8,11.0,75.6,469.4,2018
365,230381.165,454323.324,0.879,26.5,0.554,9.1,9.1,11.8,65.4,513.3,2084
366,230403.664,454276.200,0.879,26.7,0.726,9.5,9.9,10.1,70.4,730.7,2031
367,230347.925,454326.666,0.831,23.5,0.465,5.8,5.2,6.7,26.6,197.0,2027
368,230408.590,454301.607,0.832,26.7,0.582,7.6,7.5,7.9,45.2,338.9,2048
369,230387.689,454312.416,0.858,28.2,0.550,6.7,7.0,7.5,35.5,291.0,2015
370,230356.510,454326.427,0.871,26.1,0.600,8.3,8.7,8.6,53.7,413.8,2306
371,230405.678,454318.967,0.855,24.5,0.513,6.5,7.0,7.1,33.6,269.2,2019
372,230374.076,454289.424,0.857,25.3,0.519,6.7,6.3,8.3,35.6,234.2,2052
373,230364.936,454373.906,0.874,25.7,0.516,7.2,7.6,7.3,40.5,350.9,2038
374,230375.497,454328.466,0.837,23.3,0.472,7.2,7.7,7.2,40.7,263.7,2026
375,230408.920,454340.763,0.851,28.2,0.579,10.1,11.4,10.3,80.8,494.8,2100
376,230355.754,454330.856,0.838,24.8,0.524,7.6,8.5,7.5,45.9,356.9,2045
377,230347.725,454310.885,0.852,26.8,0.623,8.0,8.7,8.7,50.2,499.6,2037
378,230373.996,454330.365,0.845,24.4,0.561,7.6,8.1,8.2,44.9,307.6,2062
379,230415.056,454371.821,0.882,28.8,0.686,8.1,8.1,9.2,51.3,597.0,2024
380,230368.081,454313.051,0.999,5.1,0.094,5.0,5.2,6.2,19.7,34.0,2319
381,230388.982,454291.016,0.835,25.1,0.545,6.6,6.4,7.1,34.3,287.8,2073
382,230381.418,454373.151,0.845,24.0,0.523,7.9,7.7,8.4,48.5,355.2,2069
383,230391.158,454347.965,0.886,21.5,0.549,10.2,9.7,11.9,81.3,481.9,2050
384,230348.960,454300.873,0.849,10.6,0.603,5.3,5.4,5.7,22.3,123.7,2033
385,230389.923,454282.912,0.857,25.9,0.635,9.7,9.6,9.7,74.5,732.7,2307
386,230368.573,454292.151,0.861,26.8,0.572,9.9,10.0,9.7,77.1,539.2,2058
387,230370.797,454288.212,0.883,26.5,0.464,6.4,6.2,7.0,32.0,248.5,2051
388,230376.569,454321.584,0.849,25.5,0.502,7.9,7.3,9.1,48.6,297.6,2081
389,230377.436,454301.537,0.841,25.9,0.521,9.0,8.9,9.4,63.5,514.5,2036
390,230408.067,454320.363,0.567,26.9,1.316,8.8,8.7,10.7,60.9,465.3,2350
391,230382.895,454332.463,0.883,25.5,0.548,7.5,7.3,8.3,43.9,332.9,2098
392,230372.324,454304.563,0.884,25.9,0.521,8.3,8.6,10.0,53.8,345.5,2314
393,230401.273,454340.898,0.840,29.0,0.581,7.5,6.2,9.6,44.7,329.2,2054
394,230416.851,454308.026,0.874,26.5,0.603,8.1,8.5,9.0,52.1,491.6,2057
395,230416.836,454312.007,0.845,25.4,0.650,8.3,8.5,7.5,53.9,500.6,2308
396,230395.609,454346.243,0.880,26.9,0.631,7.8,7.2,9.4,47.4,364.7,2088
397,230367.965,454369.282,0.870,26.7,0.556,8.2,8.7,8.9,52.8,394.9,2064
398,230398.116,454279.055,0.944,24.0,0.553,6.4,5.7,7.2,32.3,204.3,2086
399,230377.786,454337.738,0.870,25.7,0.541,8.0,7.0,9.3,50.8,354.6,2053
400,230421.162,454361.337,0.485,6.2,0.235,5.7,5.0,9.2,25.6,41.3,2369
401,230387.721,454371.845,0.848,22.6,0.469,7.3,6.3,8.4,42.0,264.9,2124
402,230383.519,454327.126,0.866,25.3,0.488,6.8,6.7,7.3,35.9,237.0,2315
403,230367.773,454313.827,1.187,4.5,0.323,1.8,1.7,1.7,2.4,5.3,2388
404,230400.554,454344.069,0.864,28.7,0.600,8.0,7.8,8.9,50.8,433.6,2072
405,230369.299,454320.612,0.939,3.8,1.145,3.5,3.4,4.0,9.5,22.7,2316
406,230404.437,454337.317,0.851,27.3,0.557,8.2,8.0,8.5,53.0,282.8,2095
407,230394.548,454295.467,0.841,25.9,0.614,8.9,8.5,9.8,62.4,520.8,2066
408,230376.346,454285.564,0.900,22.2,0.458,6.4,5.8,7.0,32.1,237.9,2103
409,230408.470,454297.813,0.833,24.8,0.599,9.3,10.8,8.6,68.2,608.0,2061
410,230350.242,454298.552,1.260,7.8,0.162,4.2,5.7,3.5,14.1,55.9,2384
411,230415.242,454359.601,1.118,6.9,0.109,5.3,5.1,6.7,22.3,63.4,2361
412,230376.244,454419.470,0.841,21.6,0.735,9.9,9.5,11.6,76.4,570.5,2445
413,230356.842,454474.598,0.868,25.0,0.719,9.3,8.5,9.8,67.3,714.2,2455
414,230391.957,454373.277,0.859,22.2,0.553,8.4,7.5,9.8,54.8,421.1,2089
415,230418.002,454362.275,0.580,4.8,0.098,2.0,1.8,2.3,3.0,5.4,2373
416,230381.354,454359.304,0.774,6.0,1.453,3.6,3.7,4.0,10.1,32.3,2372
417,230416.259,454364.140,0.879,9.6,0.700,6.1,6.3,6.3,29.5,122.0,2409
418,230367.181,454313.758,0.469,3.1,0.772,0.8,0.7,1.1,0.6,0.7,2144
419,230370.768,454312.771,0.456,3.9,0.055,3.2,4.2,3.2,8.2,15.3,2097
420,230357.949,454393.468,0.824,25.3,0.696,8.5,8.6,9.5,57.1,517.1,2461
421,230418.463,454363.209,0.466,6.5,0.169,3.7,4.5,3.4,10.6,30.3,2411
422,230367.787,454392.525,0.876,25.5,0.647,8.7,9.5,9.3,59.3,530.3,2468
423,230416.079,454406.843,0.860,25.9,0.692,8.8,8.3,9.7,60.2,496.7,2502
424,230392.301,454348.197,0.867,12.8,0.405,8.1,9.0,8.9,51.8,154.0,2105
425,230403.161,454367.019,0.929,3.5,0.782,2.4,3.1,2.3,4.6,10.2,2415
426,230348.225,454299.824,1.175,7.0,0.625,4.7,7.0,3.6,17.5,36.8,2385
427,230419.119,454359.939,1.308,4.2,0.099,3.7,3.8,4.1,10.7,18.7,2421
428,230414.788,454331.216,0.869,23.4,0.847,10.1,9.8,11.5,80.2,667.4,2313
429,230381.973,454357.294,0.363,5.6,0.084,5.3,5.0,5.8,22.2,48.8,2368
430,230421.312,454431.450,0.857,24.6,0.606,8.6,9.1,8.7,58.4,564.9,2482
431,230409.345,454470.393,0.786,11.7,0.509,3.5,3.8,3.2,9.7,36.6,2457
432,230391.383,454422.536,0.857,22.5,0.566,7.6,9.0,8.3,45.7,211.5,2477
433,230407.872,454438.600,0.866,22.3,0.598,6.5,5.8,8.6,33.7,166.1,2525
434,230412.507,454374.244,0.843,26.7,0.626,7.3,6.7,9.0,42.3,382.1,2119
435,230366.963,454421.537,0.856,21.8,0.641,9.3,9.4,9.3,68.6,559.8,2480
436,230417.822,454363.153,0.534,9.9,0.239,4.9,5.3,4.5,19.0,77.7,2391
437,230392.678,454367.497,1.233,3.1,0.890,1.1,1.3,1.1,0.9,1.2,2433
438,230400.320,454378.324,0.844,12.2,0.531,6.7,6.2,8.6,35.6,152.8,2325
439,230414.718,454473.068,0.466,15.8,1.260,10.1,12.3,9.7,80.7,332.7,2439
440,230406.522,454450.879,0.834,26.4,0.734,10.2,9.8,10.7,81.5,709.4,2487
441,230387.535,454410.088,0.882,28.4,0.768,8.1,7.6,9.1,51.5,572.9,2459
442,230408.775,454447.011,0.819,8.1,0.677,5.3,6.8,4.9,22.1,47.7,2478
443,230355.383,454405.359,0.874,25.4,0.515,8.5,8.0,9.3,57.1,410.6,2540
444,230389.649,454315.706,0.841,27.3,0.597,7.6,7.4,9.1,45.5,365.2,2302
445,230379.404,454442.357,0.846,24.6,0.647,10.5,9.5,12.6,86.8,620.6,2507
446,230364.769,454463.520,0.849,28.8,0.850,11.2,9.7,12.5,98.1,957.0,2450
447,230350.276,454404.263,0.841,27.2,0.728,9.4,8.2,11.8,69.3,652.6,2453
448,230345.212,454357.568,0.840,26.7,0.675,9.6,9.2,10.4,72.2,794.0,2348
449,230347.011,454470.198,0.849,25.4,0.627,8.2,7.2,9.6,52.9,492.2,2486
450,230366.631,454417.114,0.861,24.2,0.545,7.6,6.9,8.7,45.1,337.2,2503
451,230360.420,454429.727,0.852,24.5,0.533,7.2,6.8,9.2,41.1,334.1,2462
452,230341.711,454456.684,0.871,18.7,0.529,7.9,8.9,8.0,49.0,340.1,2493
453,230393.927,454407.931,0.884,23.6,0.542,5.8,5.5,7.0,26.4,144.8,2550
454,230417.031,454360.785,0.446,9.2,0.098,4.4,3.6,5.6,15.0,59.4,2370
455,230380.240,454458.476,0.852,22.6,0.577,6.6,5.9,7.2,34.4,230.1,2517
456,230340.144,454397.809,0.857,17.7,0.480,6.7,6.5,6.9,35.0,236.5,2483
457,230414.767,454420.492,0.832,27.9,0.636,7.7,7.2,8.6,47.1,357.9,2547
458,230364.709,454376.990,0.857,27.2,0.615,9.9,9.2,10.5,76.3,530.0,2349
459,230393.802,454400.076,0.854,26.6,0.698,8.8,8.9,9.2,60.2,504.3,2491
460,230377.524,454448.234,0.878,22.5,0.607,9.6,10.8,8.8,72.7,429.1,2505
461,230400.633,454388.526,0.837,25.7,0.719,8.5,8.7,9.3,56.9,585.8,2466
462,230385.170,454431.667,0.898,22.6,0.528,8.1,7.8,8.3,51.5,367.6,2510
463,230404.645,454423.551,0.856,23.9,0.589,7.4,7.6,7.8,43.3,332.5,2569
464,230422.295,454436.137,0.859,24.2,0.628,8.8,9.3,8.7,61.3,591.3,2481
465,230377.329,454385.405,0.858,25.2,0.460,7.5,7.3,8.4,44.4,357.7,2562
466,230399.986,454469.726,0.851,23.6,0.631,10.0,8.5,11.1,77.8,608.7,2495
467,230367.551,454447.166,0.857,20.1,0.546,7.8,7.3,9.1,48.4,376.0,2585
468,230388.594,454368.491,0.894,3.1,2.856,5.0,7.8,4.7,19.5,33.7,2365
469,230392.621,454458.325,0.835,25.3,0.699,9.3,8.8,10.1,68.4,616.9,2524
470,230381.117,454431.125,0.865,24.5,0.549,7.7,7.3,9.5,46.3,295.9,2523
471,230394.359,454468.216,0.857,26.8,0.600,6.9,6.6,7.3,37.2,317.3,2544
472,230356.224,454426.271,0.862,19.8,0.572,8.1,7.7,9.4,50.9,393.5,2522
473,230374.184,454426.948,0.840,22.6,0.466,6.6,6.6,7.1,34.2,224.3,2589
474,230341.803,454387.375,0.837,25.7,0.566,7.4,7.4,7.7,42.9,276.1,2506
475,230400.732,454425.441,0.866,23.1,0.567,7.1,6.2,9.0,40.1,235.9,2584
476,230398.839,454440.016,0.856,24.6,0.598,7.2,6.8,8.0,41.3,296.5,2518
477,230339.783,454469.844,0.832,20.7,0.522,7.2,7.4,7.7,40.8,319.7,2598
478,230341.093,454374.821,0.456,3.6,0.496,4.1,3.8,5.7,13.2,22.9,2376
479,230368.309,454388.735,0.886,24.4,0.495,8.0,8.5,7.8,50.5,434.5,2548
480,230402.654,454434.390,0.862,25.4,0.624,9.3,8.8,10.8,68.7,544.1,2538
481,230401.815,454408.088,0.875,21.7,0.602,7.7,8.5,7.9,47.1,309.6,2555
482,230404.554,454396.371,0.838,26.3,0.526,6.5,5.9,7.6,32.8,233.7,2539
483,230407.020,454380.392,0.923,8.5,0.863,4.7,4.6,5.6,17.2,64.8,2697
484,230379.916,454396.102,0.855,24.9,0.575,8.1,7.5,9.4,52.2,493.2,2532
485,230403.203,454447.237,0.762,4.9,0.401,1.3,1.4,1.6,1.3,2.6,2623
486,230420.292,454441.995,0.850,25.1,0.570,6.9,6.8,7.7,36.9,266.5,2529
487,230405.841,454448.257,0.583,3.8,0.728,1.8,2.0,2.2,2.5,4.4,2727
488,230418.718,454361.931,0.906,9.1,0.297,4.6,3.9,5.9,16.3,60.5,2414
489,230395.150,454424.459,0.801,20.9,0.426,4.3,4.3,5.4,14.5,67.7,2627
490,230408.479,454393.004,0.862,26.8,0.653,8.7,8.7,9.8,59.0,433.1,2558
491,230424.727,454410.248,0.928,7.0,0.415,1.8,2.6,2.8,2.7,3.0,2893
492,230346.930,454401.669,0.862,25.3,0.524,7.4,6.8,9.0,42.8,309.9,2560
493,230410.386,454468.249,0.931,7.9,0.097,2.4,2.6,2.6,4.3,14.7,2710
494,230368.859,454461.489,0.848,23.6,0.579,8.2,7.7,9.3,53.4,575.6,2534
495,230404.804,454381.851,0.883,6.2,0.250,3.3,2.6,4.7,8.6,17.9,2951
496,230410.950,454437.991,0.830,26.0,0.577,7.8,7.7,8.4,48.0,256.9,2531
497,230348.635,454383.687,0.836,26.3,0.699,10.4,9.5,11.9,85.6,801.7,2872
498,230345.247,454301.350,0.350,8.2,0.160,6.1,6.7,6.3,29.3,75.9,2420
499,230409.232,454469.221,0.877,7.8,0.530,2.5,2.8,2.3,5.1,16.2,2968
500,230412.357,454413.282,0.850,21.3,0.527,7.1,7.2,7.0,39.1,270.6,2581
501,230404.245,454380.139,0.653,9.4,0.145,3.4,3.8,3.8,8.9,23.2,2908
502,230421.414,454397.099,0.846,27.5,0.648,8.1,7.5,9.1,51.3,372.2,2570
503,230415.816,454444.818,1.209,4.8,0.334,2.1,2.5,2.2,3.3,7.4,3039
504,230395.444,454448.819,0.845,22.9,0.574,8.9,9.2,9.7,62.5,448.9,2543
505,230359.781,454446.752,0.892,3.0,1.863,2.1,2.3,2.6,3.5,5.1,2983
506,230404.540,454394.390,0.847,24.0,0.590,5.8,5.5,6.3,26.4,175.4,2580
507,230404.455,454381.649,0.761,9.1,0.590,4.3,3.6,5.9,14.3,34.0,2874
508,230413.279,454461.021,0.842,23.2,0.727,9.9,10.5,10.4,77.0,748.4,2473
509,230403.071,454446.807,0.994,4.9,0.169,1.4,1.6,1.6,1.6,3.5,3009
510,230404.111,454367.548,1.172,3.0,0.162,1.6,1.4,1.8,2.0,3.9,2677
511,230368.627,454468.717,0.854,26.7,0.738,9.0,8.5,10.1,64.3,603.4,2941
512,230415.832,454439.252,0.891,22.2,0.477,5.5,5.1,6.2,23.9,147.5,2621
513,230357.111,454441.862,0.529,4.4,0.213,2.4,2.7,2.5,4.5,12.5,3051
514,230386.380,454426.631,0.872,24.4,0.534,7.3,6.7,9.6,41.8,273.9,2557
515,230427.619,454405.187,1.124,3.2,0.235,0.8,0.8,1.5,0.5,0.6,3052
516,230323.006,454465.206,0.967,8.3,0.483,1.9,1.8,4.5,2.9,1.3,2613
517,230409.429,454468.426,1.134,10.0,0.124,2.6,1.9,3.8,5.1,16.1,3033
518,230421.768,454403.252,0.852,26.5,0.622,7.5,7.9,7.5,44.2,300.2,2504
519,230358.249,454442.500,1.305,4.9,0.230,2.4,2.4,2.8,4.5,11.6,3012
520,230393.078,454364.789,0.485,24.9,0.213,8.0,7.5,9.1,50.3,380.3,2924
521,230412.047,454467.373,1.203,7.5,0.121,2.6,3.0,2.5,5.1,18.0,3037
522,230402.212,454446.619,0.850,4.0,0.290,1.7,2.2,1.7,2.2,2.2,2660
523,230419.852,454603.679,0.857,24.2,0.570,6.7,6.3,7.5,35.6,296.7,3191
524,230372.849,454435.740,0.833,24.4,0.695,8.1,7.6,9.4,51.6,483.6,2877
525,230397.661,454608.355,0.361,13.3,0.148,12.0,14.2,11.4,113.5,322.4,3125
526,230405.319,454419.464,0.449,26.0,0.549,8.0,8.2,8.9,49.7,387.9,2865
527,230412.132,454647.736,0.873,23.0,0.546,7.3,7.0,8.2,41.4,324.3,3173
528,230424.519,454386.830,0.853,23.4,0.591,9.0,9.0,9.9,63.5,504.0,2512
529,230432.967,454638.235,0.858,24.7,0.633,8.4,7.6,9.7,54.9,504.5,3159
530,230366.236,454672.155,0.775,10.9,1.278,8.5,8.4,8.9,56.8,287.4,3122
531,230344.005,454660.837,0.849,11.9,0.508,5.9,6.2,6.5,27.8,159.1,3175
532,230400.295,454378.603,0.822,7.7,0.361,4.6,5.4,4.6,16.7,38.1,2888
533,230415.466,454630.995,0.842,23.0,0.536,7.8,7.4,8.9,48.3,315.7,3198
534,230369.540,454409.933,0.330,7.5,0.083,5.4,6.6,4.6,22.5,77.4,3004
535,230382.523,454596.682,0.812,8.9,0.984,3.7,4.2,4.0,10.8,34.9,3139
536,230410.125,454469.264,0.885,14.6,0.420,4.2,3.7,5.3,13.9,57.7,2946
537,230414.539,454662.955,0.868,25.5,0.499,6.2,6.9,6.2,30.6,194.5,3225
538,230362.618,454439.848,0.875,23.3,0.538,8.7,7.9,9.5,60.0,434.9,2556
539,230354.156,454628.513,0.852,23.1,0.640,8.7,7.8,10.3,59.5,462.5,3181
540,230385.139,454676.368,0.732,4.1,0.572,2.5,2.7,2.4,4.9,7.4,3167
541,230339.947,454619.789,0.871,22.3,0.532,9.1,9.5,9.7,65.0,489.0,3216
542,230411.018,454468.128,1.230,7.5,0.055,2.7,3.1,3.1,5.7,17.0,3034
543,230363.814,454665.173,0.866,23.4,0.550,8.1,8.2,7.8,51.3,370.3,3237
544,230354.080,454676.830,0.462,7.2,0.069,5.7,6.6,6.4,25.6,58.7,3163
545,230381.617,454651.177,0.870,22.6,0.526,6.3,5.8,6.8,31.0,190.2,3176
546,230359.993,454442.532,0.674,11.2,0.517,6.3,7.2,6.3,31.6,153.1,2997
547,230372.365,454649.946,0.869,24.5,0.495,6.3,6.3,6.3,30.7,192.6,3256
548,230389.098,454420.722,0.850,26.0,0.562,8.0,7.3,9.5,50.2,359.6,2577
549,230370.588,454657.701,0.843,23.0,0.503,5.8,6.3,6.1,26.4,160.7,3220
550,230375.511,454630.707,0.870,26.2,0.630,12.4,12.0,15.6,121.3,1089.7,3227
551,230365.070,454647.656,0.869,27.3,0.556,6.7,6.7,7.9,35.2,350.6,3285
552,230368.508,454613.466,0.413,14.1,0.041,4.4,4.4,4.8,15.1,87.1,3134
553,230380.559,454658.111,0.881,23.8,0.480,6.1,6.1,6.7,29.1,224.1,3252
554,230436.429,454648.443,0.904,24.0,0.535,8.2,7.8,10.1,52.9,365.9,3187
555,230382.625,454629.866,0.858,22.5,0.523,7.9,7.7,8.5,48.4,365.3,3218
556,230342.287,454643.747,0.853,24.5,0.563,7.2,6.8,8.1,40.9,311.6,3233
557,230344.192,454609.857,0.844,23.3,0.526,5.6,5.2,6.3,24.8,230.0,3270
558,230386.696,454466.804,0.831,20.4,0.486,7.1,6.7,8.1,39.5,317.2,2599
559,230341.598,454590.121,0.911,23.9,0.527,7.0,7.3,8.0,38.4,332.5,3269
560,230387.754,454655.313,0.854,24.8,0.502,5.9,5.6,6.2,27.2,177.9,3232
561,230417.078,454660.470,0.852,23.1,0.431,5.8,4.8,7.4,26.5,153.0,3544
562,230420.736,454653.741,0.918,25.4,0.509,7.3,6.0,8.9,41.8,277.5,3195
563,230437.739,454641.148,0.860,23.1,0.473,6.6,6.1,7.0,34.2,231.5,3274
564,230371.726,454667.983,0.900,24.9,0.566,8.1,8.7,8.1,52.1,360.3,3194
565,230352.137,454652.123,0.858,15.4,0.537,5.0,5.0,5.5,19.7,105.7,3231
566,230360.695,454638.868,0.846,22.5,0.600,8.7,9.3,9.3,60.0,427.4,3239
567,230357.566,454636.414,0.867,21.2,0.498,5.7,7.1,5.4,25.4,131.7,3299
568,230410.645,454470.413,0.851,8.0,0.194,2.0,2.1,2.3,3.2,11.6,2949
569,230377.656,454643.690,0.919,22.7,0.498,6.2,5.6,7.2,30.0,206.2,3296
570,230346.718,454671.089,1.267,13.6,0.261,8.1,7.5,9.1,51.3,281.1,3242
571,230431.422,454616.805,0.828,23.1,0.559,10.0,12.9,8.2,78.3,370.6,3559
572,230415.794,454667.896,0.844,26.3,0.587,7.7,8.7,7.6,47.2,403.1,3204
573,230374.109,454644.817,0.860,25.5,0.514,6.2,6.2,6.8,30.5,181.1,3277
574,230358.745,454651.388,0.890,22.0,0.506,7.3,6.7,8.5,41.7,285.8,3276
575,230422.787,454653.998,0.886,25.0,0.506,7.6,6.5,9.1,45.7,375.1,3243
576,230405.370,454650.494,0.852,22.1,0.526,6.4,6.4,7.1,31.7,209.6,3240
577,230379.551,454633.782,1.175,4.2,0.171,2.9,3.6,2.9,6.6,16.5,3429
578,230371.598,454409.155,0.552,9.9,0.963,7.0,7.3,7.3,38.9,173.7,3002
579,230394.125,454634.287,1.140,3.3,0.092,2.8,3.1,3.5,6.3,15.7,3330
580,230343.784,454680.395,0.881,24.6,0.535,6.7,5.9,8.0,35.1,220.2,3251
581,230384.478,454592.610,0.850,23.9,0.676,8.3,7.9,9.1,54.2,491.0,3565
582,230352.002,454638.571,0.861,24.4,0.585,6.3,5.9,7.0,31.1,242.7,3207
583,230379.002,454632.903,0.842,4.3,1.093,2.5,2.2,3.3,4.7,10.5,3436
584,230359.325,454632.017,0.853,19.4,0.538,7.5,7.7,7.6,43.8,251.2,3279
585,230348.248,454611.791,0.868,22.1,0.533,6.3,6.1,7.0,31.6,237.3,3255
586,230373.686,454661.953,0.873,21.3,0.414,6.5,6.6,7.0,33.1,205.3,3273
587,230391.758,454633.563,1.232,3.4,0.234,2.0,1.9,2.1,3.1,8.1,3468
588,230354.983,454620.441,0.750,18.3,0.116,9.2,9.4,9.8,65.8,271.2,3130
589,230390.508,454609.765,0.845,4.2,2.134,5.7,6.5,5.8,25.3,41.0,3527
590,230419.107,454647.978,0.844,23.3,0.608,7.4,7.0,8.8,43.6,368.6,3549
591,230381.569,454634.566,0.817,4.4,1.713,2.5,3.0,3.5,5.0,10.5,3671
592,230428.227,454619.376,0.874,24.2,0.611,7.5,7.8,7.4,44.1,366.0,3228
593,230381.517,454597.328,1.098,11.1,0.641,6.4,4.9,9.2,32.0,171.6,3683
594,230342.291,454602.367,0.868,23.3,0.476,6.2,5.8,6.8,30.5,190.8,3303
