TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID
2492,230862.144,454320.638,0.946,25.6,0.595,9.1,9.5,9.7,65.5,613.7,12217
2493,230896.020,454311.625,0.856,30.9,0.670,7.6,8.1,7.3,45.5,360.3,12203
2494,230890.947,454375.014,0.858,22.0,0.575,7.3,7.5,8.7,41.3,307.8,12238
2495,230916.588,454353.118,0.847,16.0,0.346,5.6,5.5,6.2,24.3,149.2,12214
2496,230890.543,454337.343,0.851,26.4,0.659,8.1,7.0,10.4,51.2,468.7,12211
2497,230903.305,454268.557,0.882,25.5,0.583,8.6,8.7,9.4,58.2,582.1,12229
2498,230933.462,454369.859,0.858,26.2,0.717,9.7,9.4,9.9,74.0,675.0,12218
2499,230876.548,454343.866,0.862,23.3,0.610,9.2,8.9,9.9,66.8,547.1,12188
2500,230939.864,454346.000,0.862,25.3,0.537,8.6,9.5,8.1,57.4,390.8,12241
2501,230846.115,454323.847,0.906,26.6,0.765,12.9,12.2,15.5,130.1,1178.8,12183
2502,230848.589,454354.688,0.856,24.8,0.516,8.2,7.3,10.3,52.2,405.4,12240
2503,230892.617,454337.325,0.840,25.0,0.576,7.9,7.5,8.8,48.4,378.7,12210
2504,230886.656,454319.132,0.830,24.2,0.595,7.8,7.8,9.0,47.8,318.6,12257
2505,230902.943,454368.418,0.839,23.3,0.632,8.2,8.0,8.5,53.2,391.8,12215
2506,230930.284,454337.229,0.846,24.0,0.533,7.7,7.7,8.6,46.8,422.1,12245
2507,230850.740,454338.764,0.860,24.7,0.541,7.8,7.6,9.1,47.4,420.4,12239
2508,230906.908,454275.845,0.840,25.6,0.594,8.1,8.2,9.7,51.2,316.7,12227
2509,230893.050,454323.208,0.850,22.6,0.577,8.4,7.7,10.4,54.8,365.9,12223
2510,230895.501,454373.076,0.857,25.1,0.633,9.5,10.6,9.8,70.9,505.5,12246
2511,230901.236,454330.393,0.875,27.6,0.646,9.4,9.2,10.1,69.5,618.1,12207
2512,230903.157,454291.860,0.836,22.8,0.551,7.3,7.2,8.2,42.1,324.7,12255
2513,230881.555,454349.870,0.939,25.1,0.565,7.4,7.2,7.4,42.6,328.4,12216
2514,230902.696,454360.778,0.863,26.0,0.589,7.1,6.6,7.3,39.2,313.1,12260
2515,230938.217,454325.017,0.863,28.7,0.589,8.4,8.9,7.9,54.9,502.5,12222
2516,230861.150,454338.085,0.853,22.0,0.561,8.8,8.1,9.6,60.7,459.8,12251
2517,230894.167,454342.170,0.853,24.8,0.534,7.0,7.1,7.2,38.4,266.9,12252
2518,230938.565,454330.044,0.859,24.8,0.585,7.8,7.3,9.3,48.3,442.8,12243
2519,230888.782,454301.203,0.886,22.8,0.610,9.4,9.3,10.8,69.5,547.7,12224
2520,230913.484,454284.837,0.831,24.9,0.450,6.6,8.1,6.3,34.2,243.7,12268
2521,230918.007,454358.055,0.873,25.8,0.578,8.4,8.1,9.1,55.6,394.1,12249
2522,230913.039,454280.404,0.849,25.3,0.500,6.6,7.2,6.0,34.5,236.6,12270
2523,230925.943,454363.514,0.912,28.5,0.635,8.4,8.0,9.3,55.7,413.4,12221
2524,230856.523,454293.869,0.857,21.9,0.524,8.0,9.4,7.2,50.7,308.7,12266
2525,230860.145,454294.909,0.834,28.3,0.611,8.5,9.9,8.4,56.5,379.0,12230
2526,230894.963,454346.947,0.872,24.8,0.458,6.0,6.5,5.7,28.4,218.5,12277
2527,230860.595,454328.296,0.856,23.6,0.546,7.9,7.9,8.2,48.6,401.4,12267
2528,230903.947,454297.919,0.868,24.4,0.526,8.5,9.2,9.7,56.6,355.1,12253
2529,230903.422,454350.273,0.875,25.2,0.590,8.4,7.7,10.1,55.3,340.4,12234
2530,230887.362,454274.294,0.841,13.4,0.258,6.6,5.8,7.6,34.7,193.6,12272
2531,230911.708,454368.685,0.859,23.8,0.575,9.5,9.1,9.6,70.5,446.3,12269
2532,230915.366,454361.382,0.896,23.0,0.530,8.1,8.1,9.1,51.0,320.1,12280
2533,230917.484,454323.722,0.858,24.0,0.577,10.5,9.6,11.3,86.1,648.4,12226
2534,230856.497,454282.410,0.859,22.1,0.545,8.3,8.1,9.0,54.6,460.7,12275
2535,230883.426,454322.790,0.866,23.9,0.543,8.2,8.6,9.1,53.2,422.1,12254
2536,230910.208,454355.566,0.878,25.8,0.536,8.2,7.7,9.1,52.2,430.5,12279
2537,230925.346,454291.889,0.846,25.1,0.466,8.2,8.6,8.1,52.9,389.9,12276
2538,230921.489,454298.697,0.859,25.8,0.548,8.1,7.8,9.0,51.8,458.4,12261
2539,230905.726,454304.421,0.868,25.1,0.611,8.9,9.2,9.0,62.3,441.6,12236
2540,230926.516,454285.072,0.863,21.3,0.459,7.0,6.7,7.5,38.8,254.6,12282
2541,230898.622,454299.426,0.873,25.3,0.555,7.8,7.6,8.9,48.0,340.6,12287
2542,230930.896,454290.357,0.872,24.6,0.432,6.8,6.9,7.6,35.8,272.4,12308
2543,230848.751,454334.425,0.861,23.4,0.510,7.0,7.0,7.6,38.5,271.4,12247
2544,230918.640,454281.831,0.888,20.9,0.399,6.3,5.3,7.7,31.2,209.2,12295
2545,230876.810,454282.892,0.853,21.8,0.409,6.7,7.0,7.3,35.3,214.7,12300
2546,230857.170,454291.081,0.852,24.6,0.507,8.6,7.7,10.3,58.6,432.5,12281
2547,230883.832,454303.703,0.885,13.7,0.223,4.4,4.6,4.8,15.0,71.9,12323
2548,230925.975,454289.255,0.872,24.7,0.580,7.0,7.9,7.2,38.6,236.2,12265
2549,230888.314,454281.748,0.870,25.5,0.680,10.6,10.4,11.4,88.9,787.2,12244
2550,230933.520,454365.979,0.893,18.5,0.339,6.6,6.9,6.6,34.2,208.1,12296
2551,230871.207,454283.674,0.837,19.4,0.428,6.3,6.2,6.2,31.1,180.9,12291
2552,230917.289,454377.736,0.870,4.9,0.520,1.9,1.7,2.5,3.0,5.0,12403
2553,230871.441,454279.640,0.838,22.0,0.346,6.8,4.9,10.1,36.6,224.9,12258
2554,230929.638,454311.854,0.858,14.8,0.261,5.8,5.7,6.1,26.6,177.3,12317
2555,230872.867,454307.440,0.853,15.6,0.247,5.4,6.2,4.9,22.8,147.8,12316
2556,230943.777,454326.631,0.844,9.1,0.192,3.2,3.6,3.5,8.1,30.0,12329
2557,230896.162,454399.623,0.845,11.4,0.792,4.7,4.6,5.4,17.3,72.5,12437
2558,230908.474,454288.029,0.850,24.8,0.515,6.2,7.2,6.2,30.7,229.8,12273
2559,230872.755,454290.574,0.862,23.0,0.494,7.3,7.0,8.1,41.8,337.4,12259
2560,230883.362,454301.938,1.115,5.2,0.133,3.9,4.4,3.8,12.0,20.1,12343
2561,230861.194,454303.549,0.872,23.3,0.421,8.1,8.2,9.3,52.0,260.4,12294
2562,230912.906,454438.344,0.853,22.4,0.585,7.9,7.4,8.9,49.2,425.8,12455
2563,230903.935,454274.550,0.843,25.2,0.504,7.0,6.8,7.1,37.9,254.0,12264
2564,230918.615,454339.227,0.854,25.2,0.681,8.5,8.4,8.6,56.2,563.1,12387
2565,230884.390,454301.796,0.859,5.1,0.406,3.1,3.7,3.3,7.6,12.7,12389
2566,230916.504,454374.711,0.921,5.5,2.393,3.1,3.2,4.0,7.5,16.4,12381
2567,230911.824,454420.427,0.865,27.5,0.719,9.8,9.5,9.8,75.0,596.0,12460
2568,230851.612,454324.458,0.922,14.7,0.269,6.9,6.3,10.1,37.5,149.7,12309
2569,230922.717,454374.231,0.843,24.5,0.561,9.3,9.2,10.0,67.9,565.7,12263
2570,230868.904,454328.722,0.838,11.2,0.217,2.7,3.1,2.6,5.9,25.7,12393
2571,230907.118,454291.617,0.846,25.8,0.480,6.4,5.9,6.7,32.1,168.2,12298
2572,230869.718,454405.965,0.789,11.1,0.716,6.2,7.5,6.8,29.8,155.9,12498
2573,230874.929,454333.929,0.862,12.2,0.253,4.4,4.5,4.8,15.0,73.5,12299
2574,230884.559,454300.475,1.083,10.8,0.544,5.9,6.4,6.2,27.3,101.0,12411
2575,230916.639,454378.098,0.850,4.0,0.451,1.1,1.2,1.3,0.9,1.2,12394
2576,230884.741,454300.057,0.632,6.8,0.880,4.9,5.6,4.7,18.5,46.1,12397
2577,230884.088,454392.574,0.873,26.8,0.693,7.7,7.7,8.2,46.2,482.2,12474
2578,230884.846,454302.171,1.024,4.2,0.379,2.5,3.1,2.5,4.9,9.5,12406
2579,230854.841,454299.351,0.867,27.2,0.489,7.7,7.4,8.2,46.0,311.0,12284
2580,230916.381,454315.256,0.841,26.2,0.580,8.3,8.4,9.2,54.6,463.1,12399
2581,230917.788,454377.311,0.938,3.8,1.192,1.5,1.7,1.9,1.7,4.2,12359
2582,230876.161,454471.329,0.853,19.7,0.473,6.4,5.9,7.3,32.5,199.2,12511
2583,230916.476,454377.345,0.981,3.9,0.257,0.8,0.8,0.8,0.5,0.9,12396
2584,230910.221,454470.364,0.805,7.9,0.713,4.5,4.0,5.1,16.1,49.8,12446
2585,230922.682,454468.375,0.910,22.4,0.520,9.0,8.7,9.6,64.0,535.3,12421
2586,230870.526,454418.351,0.590,5.2,0.418,4.7,5.0,4.9,17.3,21.2,12417
2587,230878.121,454415.575,0.902,21.7,0.545,8.9,8.6,9.2,62.2,550.5,12485
2588,230909.717,454455.978,0.853,24.2,0.541,7.7,6.9,8.9,46.2,346.2,12469
2589,230873.420,454327.650,0.845,25.2,0.711,9.4,9.2,10.1,69.5,647.6,12388
2590,230884.678,454449.668,0.851,23.7,0.639,10.1,9.0,11.6,80.4,648.4,12435
2591,230885.888,454372.531,0.867,24.7,0.592,8.7,9.0,9.6,59.8,487.9,12391
2592,230935.068,454447.867,0.871,25.2,0.575,8.4,8.4,9.1,56.0,462.2,12520
2593,230945.554,454463.844,0.859,23.5,0.501,7.1,6.1,8.3,39.6,377.0,12456
2594,230853.465,454474.685,0.861,24.6,0.639,9.1,8.6,10.1,64.8,420.7,12457
2595,230881.730,454468.962,0.865,23.6,0.429,4.9,5.1,5.4,18.8,120.3,12453
2596,230857.369,454379.179,0.937,11.8,0.584,7.0,6.4,8.0,38.5,171.8,12495
2597,230930.882,454384.975,0.837,14.0,0.623,4.1,3.8,4.7,13.3,76.4,12487
2598,230849.531,454389.937,0.914,24.4,0.709,10.7,10.0,11.3,90.2,801.5,12492
2599,230888.815,454429.784,0.876,25.6,0.666,9.0,8.3,11.4,63.9,477.1,12470
2600,230896.163,454446.837,0.900,28.8,0.676,9.2,9.0,9.9,66.3,724.8,12449
2601,230868.729,454453.412,0.849,24.7,0.670,13.0,12.3,14.5,133.4,1159.8,12432
2602,230907.585,454423.817,0.858,24.7,0.551,7.4,7.0,7.8,43.4,346.1,12521
2603,230890.754,454448.574,0.860,23.9,0.566,8.4,7.6,10.0,55.2,412.7,12512
2604,230930.293,454419.949,0.881,25.0,0.610,7.4,7.6,7.5,42.5,362.9,12458
2605,230912.725,454425.124,0.852,27.3,0.578,9.0,8.6,9.1,63.0,454.5,12489
2606,230860.751,454469.796,0.875,27.9,0.529,7.1,8.1,6.9,39.2,284.9,12505
2607,230933.992,454471.473,0.860,24.0,0.528,8.2,7.4,9.1,53.0,443.2,12499
2608,230884.918,454437.298,0.853,24.4,0.531,9.0,9.1,9.8,63.6,443.6,12497
2609,230906.427,454433.651,0.871,24.0,0.561,7.6,7.3,8.2,45.2,427.5,12479
2610,230868.294,454389.080,0.860,22.4,0.636,8.3,8.1,9.1,54.1,376.4,12476
2611,230893.215,454458.364,0.870,22.8,0.642,9.5,8.3,11.5,71.0,622.2,12448
2612,230903.030,454462.420,0.874,23.5,0.519,7.7,7.5,8.6,47.1,402.7,12536
2613,230857.810,454441.069,0.860,27.0,0.545,8.7,8.5,9.4,59.0,501.0,12513
2614,230929.330,454477.569,0.869,20.5,0.682,7.9,7.9,9.0,48.6,320.0,12480
2615,230851.496,454433.696,0.886,26.9,0.665,9.6,10.3,9.5,73.0,552.6,12506
2616,230940.070,454403.662,0.876,5.2,0.976,2.3,2.6,2.7,4.2,8.1,12558
2617,230881.265,454463.480,0.876,24.0,0.427,6.2,6.0,7.4,30.2,189.6,12545
2618,230940.809,454396.715,0.862,25.6,0.741,10.0,9.8,10.4,78.2,689.8,12503
2619,230934.622,454414.186,0.880,24.1,0.501,8.3,7.5,9.7,53.9,446.1,12483
2620,230866.576,454471.989,0.821,23.7,0.486,6.6,5.1,8.1,33.8,192.1,12493
2621,230879.172,454463.005,0.862,24.6,0.558,7.4,6.9,8.4,42.7,356.1,12461
2622,230909.493,454379.872,0.884,24.0,0.484,6.6,6.7,7.4,34.4,241.5,12569
2623,230922.769,454385.108,0.858,21.0,0.433,8.5,8.7,8.7,56.4,417.5,12559
2624,230870.180,454478.374,0.844,22.5,0.573,9.4,8.6,10.6,69.3,545.0,12481
2625,230931.880,454424.327,0.853,25.1,0.468,6.9,7.3,7.1,37.1,265.5,12535
2626,230916.566,454380.925,0.901,11.0,0.218,3.6,3.3,4.3,10.3,41.6,12679
2627,230854.436,454461.216,0.864,12.2,0.318,6.7,7.2,7.2,35.4,196.0,12553
2628,230920.223,454419.177,0.868,26.4,0.557,7.0,6.6,8.3,38.2,294.5,12529
2629,230845.529,454474.046,0.873,26.1,0.504,6.6,6.4,7.9,34.4,211.7,12486
2630,230849.479,454469.147,0.868,25.4,0.506,6.2,6.1,6.8,30.7,229.2,12509
2631,230945.545,454421.384,0.853,24.7,0.554,9.3,8.6,10.6,67.4,548.7,12482
2632,230919.234,454477.341,0.892,18.6,0.477,8.4,8.1,9.9,55.7,387.1,12581
2633,230922.985,454457.316,0.846,22.4,0.445,6.8,7.0,7.2,36.2,240.9,12561
2634,230901.846,454412.879,0.859,27.3,0.563,8.3,7.7,9.8,54.2,476.1,12514
2635,230880.202,454424.322,0.848,19.1,0.379,6.7,6.2,8.1,35.3,248.1,12555
2636,230877.506,454479.612,0.797,4.8,0.295,0.7,1.2,0.8,0.4,0.7,12759
2637,230850.328,454404.198,0.927,22.2,0.535,8.7,7.9,9.3,59.5,435.2,12577
2638,230872.537,454456.279,0.856,13.1,0.241,7.6,8.0,9.4,45.4,201.6,12612
2639,230865.176,454414.143,0.861,27.0,0.632,9.3,8.9,10.3,68.0,617.8,12502
2640,230883.248,454434.083,0.868,21.2,0.423,6.3,6.8,7.0,31.3,205.1,12519
2641,230941.593,454383.346,0.847,25.8,0.694,9.3,8.8,11.6,68.4,576.1,12484
2642,230927.763,454431.041,0.868,14.2,0.217,4.0,3.9,4.5,12.5,64.1,12626
2643,230927.036,454446.961,0.866,21.1,0.502,7.8,7.9,8.5,47.9,312.5,12571
2644,230878.605,454407.195,0.875,7.9,0.510,2.0,2.5,2.8,3.1,7.9,12518
2645,230922.805,454452.218,0.861,22.2,0.512,7.3,7.3,7.7,41.8,276.9,12576
2646,230907.740,454471.752,0.913,8.0,0.359,2.9,3.0,3.2,6.5,23.0,12812
2647,230919.286,454455.793,0.922,23.5,0.444,7.4,6.8,8.3,42.7,291.3,12588
2648,230861.985,454400.581,0.701,3.1,0.758,3.1,3.5,3.0,7.5,11.4,12671
2649,230847.699,454466.117,0.851,25.1,0.395,5.5,5.9,5.5,23.4,166.0,12563
2650,230927.165,454414.903,0.941,26.4,0.588,9.5,9.0,10.4,71.1,599.9,12522
2651,230889.443,454430.919,0.875,24.7,0.578,7.4,8.1,8.0,43.0,426.1,12496
2652,230890.976,454385.910,0.845,25.4,0.670,9.8,9.4,11.3,75.0,663.1,12629
2653,230849.140,454400.277,0.895,3.1,0.722,1.8,1.8,2.0,2.5,4.0,12614
2654,230889.931,454469.415,0.860,23.3,0.480,6.3,5.8,6.8,31.6,251.3,12537
2655,230873.268,454398.646,0.859,10.7,0.293,5.2,5.1,5.6,21.3,114.7,12616
2656,230926.583,454428.317,0.665,8.4,0.118,3.7,4.1,3.8,10.7,40.1,12908
2657,230851.560,454380.326,0.856,13.5,0.332,5.0,4.6,5.1,19.5,107.3,12596
2658,230894.834,454424.987,0.888,23.9,0.613,8.4,8.2,9.0,55.8,563.5,12909
2659,230921.210,454390.386,0.858,20.3,0.477,7.8,8.3,8.2,47.2,298.0,12579
2660,230883.860,454399.499,0.913,29.1,0.626,9.0,8.5,10.5,63.3,523.7,12534
2661,230915.466,454450.130,0.863,23.1,0.547,7.0,7.1,7.6,39.0,314.6,12507
2662,230847.806,454405.242,0.865,3.3,0.339,1.1,1.2,1.3,1.0,1.3,12809
2663,230893.341,454392.751,0.864,28.0,0.705,9.1,9.9,9.0,64.9,643.5,12620
2664,230906.497,454381.312,0.862,24.3,0.565,7.3,6.0,9.0,41.6,317.6,12551
2665,230871.042,454425.244,0.630,3.3,0.247,1.3,1.3,1.6,1.4,2.3,12628
2666,230933.880,454381.386,0.461,8.0,0.153,3.9,4.4,3.9,11.7,36.1,12957
2667,230922.906,454434.541,0.854,11.6,0.304,5.5,5.3,5.8,24.1,116.5,12624
2668,230937.120,454466.997,0.896,10.0,0.203,5.5,5.9,5.9,23.5,84.9,12975
2669,230847.996,454400.885,0.938,12.6,0.565,3.7,4.1,4.4,10.8,31.4,12705
2670,230883.015,454472.525,0.896,25.5,0.536,6.1,6.4,7.3,29.5,221.9,12547
2671,230943.691,454401.333,0.875,26.1,0.611,8.2,7.5,9.6,53.3,466.7,12523
2672,230872.795,454422.301,0.857,8.7,0.597,5.0,6.8,4.9,19.4,44.0,12955
2673,230908.092,454472.447,0.910,8.4,0.319,5.7,6.8,4.8,25.1,94.6,12656
2674,230933.350,454442.961,0.892,20.5,0.502,7.6,7.4,8.2,45.2,372.6,12575
2675,230908.759,454473.470,0.847,3.0,0.393,0.9,1.0,1.1,0.7,1.0,12789
2676,230872.606,454424.099,0.770,7.7,0.148,2.7,3.4,2.4,5.5,20.5,12983
2677,230917.455,454388.261,0.858,20.0,0.361,5.8,5.7,6.2,26.3,177.7,12640
2678,230848.215,454402.351,0.810,3.2,0.577,0.9,1.0,0.9,0.6,1.1,12976
2679,230853.001,454409.755,0.919,12.3,0.310,5.1,5.2,5.5,20.4,113.3,12708
2680,230909.788,454388.625,0.851,22.6,0.418,6.5,6.3,7.3,33.4,227.4,12589
2681,230932.962,454426.109,0.855,25.2,0.614,8.6,7.9,9.3,58.6,410.1,12530
2682,230935.091,454383.886,0.692,3.9,0.387,2.4,2.4,3.2,4.4,7.1,12959
2683,230914.033,454406.141,0.857,23.5,0.735,9.6,9.0,10.7,73.0,730.0,12904
2684,230914.710,454379.407,0.907,24.7,0.585,7.3,6.7,8.7,42.2,311.1,12586
2685,230931.268,454381.931,0.693,7.4,0.266,3.0,2.1,4.5,7.0,22.9,12907
2686,230849.701,454408.469,0.825,5.3,0.364,2.4,2.5,2.8,4.6,9.5,12997
2687,230942.092,454407.995,0.428,6.4,0.162,5.5,4.5,7.3,23.9,65.3,12780
2688,230942.206,454417.242,0.926,25.0,0.552,10.2,11.0,12.7,81.1,492.5,12987
2689,230894.356,454399.398,1.212,3.7,0.195,1.8,1.9,2.2,2.6,2.9,12728
2690,230850.100,454396.594,0.896,10.5,0.308,5.0,5.1,5.1,19.8,92.0,12670
2691,230862.642,454471.941,0.831,23.9,0.483,5.0,4.2,6.4,19.4,122.3,12533
2692,230855.342,454378.885,0.841,7.2,0.500,3.6,3.7,4.2,10.4,33.3,12961
2693,230870.628,454396.794,0.861,22.7,0.629,9.5,9.4,11.0,71.3,511.2,12910
2694,230848.611,454403.080,0.759,3.4,0.294,1.3,1.5,1.1,1.3,2.6,12686
2695,230938.882,454467.644,0.957,3.4,0.287,1.4,1.5,1.7,1.5,2.9,12925
2696,230885.728,454466.097,0.911,23.8,0.537,7.8,7.9,9.3,48.0,358.7,13012
2697,230855.201,454413.596,0.837,8.5,0.236,4.7,4.9,5.0,17.0,66.6,12929
2698,230929.950,454383.458,0.863,10.7,0.302,3.1,3.8,3.3,7.8,28.7,12988
2699,230932.635,454383.504,0.871,13.7,0.365,4.5,3.6,5.4,15.8,60.6,12919
2700,230940.305,454404.756,0.850,7.9,0.929,3.0,2.6,4.5,7.3,18.0,12930
2701,230892.146,454395.883,0.883,27.7,0.638,9.1,8.0,10.5,65.2,617.9,12550
2702,230852.649,454429.593,0.869,14.5,0.751,7.2,5.9,8.9,40.9,236.2,12962
2703,230857.290,454431.422,0.843,3.2,0.480,2.6,2.3,3.6,5.3,5.8,12989
2704,230871.539,454424.182,0.937,5.3,1.307,2.6,2.6,3.3,5.5,15.4,12697
2705,230905.272,454470.051,1.218,4.3,0.318,2.7,2.9,2.6,5.6,8.8,13065
2706,230846.708,454401.317,1.099,9.1,0.468,3.2,3.0,3.7,7.8,29.6,13022
2707,230934.409,454383.637,0.808,8.1,0.846,2.8,4.1,1.9,6.3,15.4,12941
2708,230874.089,454425.272,0.952,12.9,0.599,8.2,7.1,10.5,52.8,284.0,13015
2709,230906.923,454469.639,0.869,6.9,0.358,4.3,4.3,4.8,14.2,50.7,12946
2710,230939.775,454465.245,1.264,6.3,0.087,3.5,4.0,3.9,9.4,26.8,12945
2711,230882.399,454476.557,0.878,21.7,0.428,5.7,6.2,5.7,25.8,150.2,12597
2712,230859.418,454434.167,0.785,4.1,3.729,6.3,6.5,8.5,30.9,46.8,12984
2713,230931.338,454381.734,1.176,4.0,0.380,2.3,2.0,3.2,4.1,6.9,13085
2714,230930.807,454382.870,1.189,9.8,0.199,3.8,3.7,4.4,11.3,39.2,12931
2715,230848.492,454405.500,1.115,3.8,0.997,1.6,1.6,1.8,1.9,3.7,13077
2716,230907.289,454475.669,0.391,4.2,0.425,3.3,4.0,3.4,8.7,13.7,13034
2717,230873.099,454425.390,0.858,14.3,0.241,7.2,8.1,8.0,41.1,246.5,13055
2718,230847.216,454407.727,0.930,4.5,0.396,2.5,2.7,2.8,5.0,10.5,13017
2719,230942.420,454402.521,0.808,4.0,0.868,4.1,4.5,6.0,13.1,31.3,12992
2720,230939.468,454469.247,0.868,8.6,0.974,4.4,4.6,4.4,15.1,58.3,12986
2721,230906.585,454471.220,0.889,7.0,0.346,3.9,4.5,3.5,12.0,39.2,12608
2722,230936.395,454468.377,0.797,7.1,0.397,3.8,3.9,4.3,11.6,32.5,13002
2723,230848.911,454405.648,1.254,3.7,0.443,1.8,2.4,1.9,2.7,5.2,13088
2724,230847.633,454399.922,0.911,3.7,0.634,2.2,1.5,4.5,3.9,7.7,13059
2725,230856.809,454414.417,1.241,4.1,0.113,2.0,1.7,2.4,3.0,5.4,13078
2726,230859.337,454434.847,1.142,3.0,0.402,1.0,1.1,0.9,0.7,0.9,13049
2727,230874.128,454547.927,0.858,9.3,0.762,7.4,7.2,8.7,43.2,151.1,13093
2728,230865.466,454544.062,0.870,26.3,0.672,9.4,9.6,9.9,69.8,600.5,13108
2729,230940.325,454467.134,1.297,3.7,0.125,1.7,1.6,2.1,2.3,3.6,13087
2730,230940.597,454429.547,0.637,15.1,0.093,8.7,8.5,10.8,59.1,349.1,13036
2731,230863.318,454397.043,0.972,4.4,0.478,3.1,4.1,3.0,7.4,19.5,12633
2732,230930.911,454382.914,0.803,12.6,0.104,3.8,5.0,3.7,11.5,46.0,13014
2733,230921.537,454484.408,0.358,3.5,0.099,4.7,4.8,5.1,17.6,32.3,13092
2734,230934.271,454384.368,1.173,6.2,0.147,3.2,4.9,2.3,7.9,13.1,13073
2735,230848.671,454402.009,1.331,8.7,0.505,3.0,3.2,3.1,6.9,25.1,13089
2736,230884.508,454558.951,0.840,27.0,0.575,9.0,10.2,8.6,63.4,531.2,13110
2737,230899.030,454494.023,0.483,3.5,0.676,4.7,5.0,5.4,17.4,28.8,13099
2738,230854.245,454519.775,0.882,27.0,0.702,9.1,9.0,10.5,65.3,500.1,13122
2739,230847.169,454528.652,0.861,23.5,0.574,7.5,7.9,7.9,44.2,436.0,13137
2740,230857.562,454435.210,1.115,3.1,0.682,1.1,1.3,1.0,0.9,1.6,13057
2741,230849.669,454407.138,1.097,9.6,0.170,4.7,5.1,4.7,17.0,71.3,12949
2742,230878.801,454509.356,0.902,25.6,0.592,8.5,9.3,8.2,56.1,452.5,13098
2743,230895.646,454547.313,0.847,27.2,0.502,7.0,6.5,8.2,38.5,314.1,13111
2744,230853.138,454408.718,1.262,8.6,0.092,3.5,4.0,3.1,9.8,40.2,13082
2745,230882.174,454538.952,0.377,4.0,0.453,8.0,8.1,9.9,49.8,66.8,13096
2746,230860.769,454516.078,0.851,29.4,0.694,9.8,9.3,11.1,75.6,702.0,13115
2747,230858.113,454558.303,0.895,30.0,0.594,9.2,8.5,11.1,66.0,605.7,13125
2748,230885.731,454526.571,0.848,12.9,0.534,2.7,2.8,4.1,5.7,15.2,13123
2749,230855.550,454546.669,0.857,28.1,0.628,8.3,7.9,9.4,53.5,501.1,13141
2750,230877.899,454561.316,0.833,23.0,0.523,6.6,6.4,7.8,34.6,286.4,13118
2751,230936.129,454464.510,0.618,8.9,0.092,7.6,9.6,6.8,45.3,172.8,12993
2752,230851.072,454568.542,0.870,27.7,0.636,10.1,10.9,10.5,80.2,736.4,13119
2753,230879.176,454513.834,0.912,25.9,0.532,7.6,7.6,7.4,44.9,328.6,13114
2754,230938.032,454486.340,0.878,27.3,0.866,11.2,11.6,11.8,98.5,984.0,13097
2755,230932.614,454483.041,0.868,26.2,0.648,8.1,7.8,9.1,51.7,480.0,13113
2756,230856.460,454537.951,0.851,26.1,0.697,9.8,9.3,10.4,75.6,661.3,13132
2757,230892.982,454520.385,0.849,27.9,0.523,6.6,6.4,8.0,34.3,232.1,13173
2758,230904.314,454520.840,0.861,25.0,0.555,7.1,7.1,8.4,40.1,318.3,13174
2759,230932.956,454523.167,0.858,26.9,0.681,10.5,9.7,11.3,85.9,775.7,13145
2760,230902.890,454518.788,0.860,27.1,0.582,9.2,9.5,9.0,66.0,535.0,13126
2761,230872.252,454426.016,0.844,5.4,1.005,2.3,2.4,2.4,4.1,11.1,13004
2762,230940.192,454501.935,0.842,26.4,0.617,8.3,7.9,9.4,54.2,442.3,13146
2763,230850.507,454512.920,0.849,28.8,0.734,9.6,8.9,11.2,72.9,687.0,13124
2764,230888.192,454553.890,0.894,25.8,0.578,8.0,7.8,8.7,50.6,494.0,13106
2765,230912.340,454497.780,0.856,24.7,0.582,7.6,6.9,8.7,45.2,337.6,13116
2766,230922.622,454539.365,0.849,27.4,0.772,12.3,11.8,13.6,118.0,1238.2,13138
2767,230921.274,454565.399,0.867,21.4,0.572,8.7,8.1,9.3,59.6,464.7,13179
2768,230890.241,454480.360,0.858,26.2,0.560,7.4,6.6,8.3,42.5,336.5,13194
2769,230893.435,454572.121,0.869,25.2,0.563,8.5,8.0,9.9,56.7,442.8,13197
2770,230863.824,454504.721,0.873,25.7,0.640,8.6,8.9,9.2,57.6,473.6,13157
2771,230908.368,454466.320,0.405,4.0,0.308,3.7,4.2,3.3,10.5,15.3,13019
2772,230902.494,454553.748,0.868,22.7,0.509,8.3,8.0,9.5,54.2,396.3,13154
2773,230892.099,454515.724,0.865,24.5,0.481,7.0,7.4,7.8,38.4,310.7,13207
2774,230863.102,454553.685,0.887,26.8,0.538,9.1,9.4,11.0,65.4,488.0,13117
2775,230904.857,454562.920,0.854,20.8,0.517,9.2,9.3,9.3,67.0,491.5,13133
2776,230850.692,454552.624,0.861,25.0,0.552,6.5,7.0,6.7,33.2,148.1,13152
2777,230904.470,454502.090,0.868,29.1,0.601,6.6,6.3,8.1,34.5,313.3,13187
2778,230943.295,454520.028,0.836,23.9,0.559,7.8,7.8,8.5,48.1,385.5,13219
2779,230874.937,454573.318,0.888,22.7,0.510,9.5,9.4,10.1,71.0,613.8,13203
2780,230865.698,454547.480,0.862,26.0,0.496,6.2,7.0,6.0,30.0,198.6,13164
